Title,Condition,Buy Price,Author,Publisher,ISBN
Countdown to Lockdown: A Hardcore Journal,Good,6.79,Mick Foley,Grand Central Publishing,0446564613
Game Changer,Good,4.19,Kirk Cousins,Zonderkidz,0310739055
The Mad Trapper of Rat River: A True Story of Canada's Biggest Manhunt,New,17.96,Dick North,Lyons Press,1493035827
Giant Steps,Good,5.49,Jabbar Kareem Abdul,Bantam Books,0553245112
Hidden Power: Presidential Marriages That Shaped Our History,Very Good,4.99,Kati Marton,Knopf Publishing Group,0385721889
Clarence Darrow for the Defense,Good,10.89,Irving Stone,Signet Book,0451134524
The Untouchables,Good,17.09,Oscar Fraley,Barnes&Noble Books,0760701288
Amazing Grace: The Lives of Children and the Conscience of a Nation,Like New,5.49,Jonathan Kozol,Crown Publishing Group (NY),0517799995
Hiroshima Diary,New,34.25,Michihiko Hachiya,University of North Carolina Press,B0007ENW72
No Excuses: The True Story of a Congenital Amputee Who Became a Champion in Wrestling and in Life,Very Good,4.69,Kyle Maynard,Regnery Publishing,1596980109
"Sri Aurobindo, or the Adventure of Consciousness",Good,8.89,Satprem,Lotus Press (WI),0938710044
The Great Mother: An Analysis of the Archetype,New,21.86,Erich Neumann,Princeton University Press,0691166072
The Outlaw Trail: A History of Butch Cassidy and His Wild Bunch,Good,6.29,Charles Kelly,Bison Books,0803277784
How to American: An Immigrant's Guide to Disappointing Your Parents,Good,6.79,Jimmy O. Yang,Grand Central Publishing,0306903490
Minding the Store: A Memoir,Good,5.69,Stanley Marcus,University of North Texas Press,157441139X
The Earth Is The Lord's,Good,4.19,Taylor Caldwell,Jove Books,0515040622
By-Line꞉ Selected Articles and Dispatches of Four Decades,Good,7.49,Ernest Hemingway,Scribner Book Company,0684839059
Biographical Encyclopedia of Science and Technology,Good,28.79,Isaac Asimov,Doubleday Books,0385177712
A Twist of Lennon,Good,8.39,Cynthia Lennon,Avon Books,0380454505
The Day Kennedy Was Shot,Good,5.79,Jim Bishop,Harper Perennial,0062290592
"Roosevelt: Soldier of Freedom, 1940-1945",Good,5.39,James MacGregor Burns,History Book Club,1582882606
På Jakt efter Paradiset,Very Good,7.89,Thor Heyerdahl,Doubleday and Company,038508921X
Kerouac: A Biography,Good,6.59,Ann Charters,St. Martin's Griffin,0312113471
George Washington: Frontier Colonel,Good,22.09,Sterling North,Random House,B0007E0L6C
The Daybooks of Edward Weston,Good,28.49,Edward Weston,Aperture,0893814458
Mission Possible,Very Good,5.39,Luci Tumas,Tyndale House Publishers,0842338810
A Many-Splendored Thing,Good,18.19,Han Suyin,"Little, Brown",9997546822
And I Alone Survived,Good,46.09,Lauren Elder,Dutton,0002167816
Sinner's Creed: A Memoir,Good,61.89,Scott Stapp,Tyndale House Publishers,1414364563
Jesus Rediscovered,Good,6.99,Malcolm Muggeridge,Galilee Trade,038514654X
"American Wife: Love, War, Faith, and Renewal",Very Good,4.79,Jim DeFelice,William Morrow & Company,0062398091
"Time Bandit: Two Brothers, the Bering Sea, and One of the World's Deadliest Jobs",Very Good,5.69,Andy Hillstrand,Ballantine Books,0345503724
Kilgallen,Good,17.39,Lee Israel,Dell Publishing Company,0440145651
To Have and to Kill,Very Good,14.59,John Glatt,St. Martin's Griffin,1250025877
"The Last Coach: A Life of Paul ""Bear"" Bryant",Good,6.19,Allen Barra,W. W. Norton & Company,039332897X
Alex: The Life of a Child,Very Good,5.69,Frank Deford,Thomas Nelson,1558535527
Song of the Sirens,Very Good,10.19,Ernest K. Gann,Sheridan House,1574092545
Elizabeth: a biography of Her Majesty the Queen,Good,8.39,Sarah Bradford,"Farrar, Straus and Giroux",0374538115
"Hey,wait a Minute",Good,6.19,John Madden,Ballantine Books,0345325079
Callus on My Soul : A Memoir,Very Good,8.69,Dick Gregory,Longstreet Press,1563525542
Light and Shade: Conversations with Jimmy Page,Good,8.39,Brad Tolinski,Crown Publishing Group (NY),030798575X
The Art of Emily Carr,Good,42.89,Doris Shadbolt,"Clarke, Irwin / D & M",B0006DWJEG
The Unselfishness of God,New,8.78,Hannah Whitall Smith,Createspace Independent Publishing Platform,1507785283
Mussolini,Good,6.39,Denis Mack Smith,Alfred A. Knopf,0394506944
Amazing Fantastic Incredible: A Marvelous Memoir,Good,5.09,Peter David,Gallery 13,1501107763
Cripple Creek Days,Good,5.49,Mabel Barbee Lee,Bison Books,0803279124
Free at Last!: Stories and Songs of Emancipation,Good,4.39,Doreen Rappaport,Candlewick Press (MA),0763631477
If I Knew Then What I Know Now...So What?,Good,10.29,Estelle Getty,McGraw-Hill/Contemporary,0809244748
Atlantic High: A Celebration,Good,12.29,William F. Buckley Jr.,Lyons Press,1493076922
The Way of the White Clouds,Good,9.79,Anagarika Govinda,Rider,1846040116
"Quitting the Mob: How the ""Yuppie Don"" Left the Mafia and Lived to Tell His Story",Good,22.19,Michael Franzese,HarperCollins Publishers,006016493X
Tom Playfair: Or Making a Start,Very Good,11.19,Francis J. Finn,Tan Books,0895556707
Impact Player: Leaving a Lasting Legacy on and Off the Field,Very Good,5.09,Bobby Richardson,Tyndale Momentum,1414372736
Noa Noa,Very Good,5.19,Paul Gauguin,Dover Publications,0486248593
Home Before Daylight: My Life on the Road with the Grateful Dead,Very Good,17.39,Joe Layden,St. Martins Press-3PL,0312333994
The Value of Leadership: The Story of Winston Churchill,Good,18.79,Ann Donegan Johnson,Value Communications,0866790462
Napoleon,Acceptable,12.49,Emil Ludwig,Ishi Press,4871878503
I Am Jackie Chan: My Life in Action,Very Good,6.19,Jackie Chan,Ballantine Books,0345415035
Roosevelt: The Lion and the Fox 1882-1940,Good,21.59,James MacGregor Burns,Konecky & Konecky,1568520883
N by E,Acceptable,7.89,Rockwell Kent,Wesleyan University Press,0819552925
An Imperfect Offering: Humanitarian Action for the 21st Century,Good,6.89,James Orbinski,Walker & Company,0802717098
Legend: The Secret World of Lee Harvey Oswald,Very Good,7.69,Edward Jay Epstein,Reader's Digest Association,0070195390
Christmas In Georgia,Good,8.49,Celestine Sibley,Peachtree Publishers,0931948835
Winners Dream: Lessons from Corner Store to Corner Office,Very Good,5.59,Bill McDermott,Simon & Schuster,1476761086
Sam Houston: The Tallest Texan,Good,39.19,William Weber Johnson,Random House Childrens Books,0394903323
Every Frenchman Has One,Good,5.09,Olivia de Havilland,Crown Archetype,0451497392
Child of the Dream (A Memoir of 1963),Very Good,5.69,Sharon Robinson,Scholastic Press,1338282808
Average Expectations - Signed / Autographed Copy,Very Good,5.59,Shep Rose,Gallery Books,1982159790
Jane Russell: My Path and My Detours : An Autobiography,Good,6.39,Jane Russell,Franklin Watts,0531097994
Pizza Tiger,Good,16.89,Robert Anderson,Random House (NY),0394553594
Dark Star: The Roy Orbison Story,Good,5.69,Ellis Amburn,Carol Publishing Corporation,081840518X
John Chancellor Makes Me Cry,Good,5.19,Anne Rivers Siddons,HarperCollins Publishers,0060924373
The Fantastic Art Of Boris Vallejo,Good,10.59,Boris Vallejo,BALLANTINE.,0345273974
A Match to the Heart: One Woman's Story of Being Struck By Lightning,Good,5.19,Gretel Ehrlich,Penguin Publishing Group,0140179372
Yogi: It Ain't over,Good,4.89,Tom Horton,McGraw-Hill Companies,0070969477
A Book,Good,81.19,Desi Arnaz,Buccaneer Books,1568492545
Holy Terror: Andy Warhol Close Up,New,19.9,Bob Colacello,Knopf Publishing Group,0804169861
John Prine: In Spite of Himself,Very Good,13.69,Eddie Huffman,University of Texas Press,147732593X
Adolf Hitler: My Part in His Downfall,Good,6.59,Spike Milligan,Viking,0241958091
Catherine la grande,Very Good,4.89,Henri Troyat,Penguin Publishing Group,0452011205
We Were There at the Batle of Gettysburg,Good,7.99,Alida Sims Malkus,Dover Publications,0486492613
The Education of a Poker Player (High Stakes Classic),Good,10.19,Herbert O. Yardley,Simon & Schuster,B000NV31A2
S/He,Very Good,9.59,Minnie Bruce Pratt,Firebrand Books,1563410591
Nice Guys Finish Last,Acceptable,7.89,Leo Durocher,University of Chicago Press,0226173887
A Work in Progress,Like New,4.79,Connor Franta,Atria Books,1476791619
Easter Rising: An Irish American Coming Up from Under,Good,5.49,Michael Patrick MacDonald,Mariner Books,0618918639
Up and Down California in 1860-1864: The Journal of William H. Brewer,Acceptable,20.99,William H. Brewer,University of California Press,0520238656
Mr. Laurel and Mr.Hardy,Good,18.79,John McCabe,Grosset & Dunlap,B0006BPG4I
"Caviar Dreams, Tuna Fish Budget: How to Survive in Business and Life",New,15.11,,Gallery Books,1982172428
Not So Wild A Dream,Good,8.69,Eric Sevareid,University of Missouri Press,0826210147
Growing Pains: The Autobiography of Emily Carr,Very Good,9.99,Emily Carr,Douglas & McIntyre,1553650832
Jesus the Jew: A Historian's Reading of the Gospels,Good,10.49,Géza Vermes,Fortress Press,0800614437
Washington,Good,11.19,Douglas Southall Freeman,Scribner Book Company,0684826372
The Legend of the Baal-Shem,Acceptable,6.69,Martin Buber,Princeton University Press,0691043892
View from a Broad,Good,4.59,Bette Midler,Simon & Schuster,1476773556
Miss America,Very Good,6.49,Howard Stern,It Books,006188555X
War Within and Without: Diaries and Letters of Anne Morrow Lindbergh 1939-1944 (Harvest Book),Good,5.49,Anne Morrow Lindbergh,Mariner Books,015694703X
The Children of Sánchez: Autobiography of a Mexican Family,Acceptable,8.69,Oscar Lewis,Knopf Doubleday Publishing Group,0307744531
General Patton's Principles: For Life and Leadership,Good,7.49,Porter B. Williamson,"Management & Systems Consultants, Incorporate",0918356091
We,Good,10.19,Charles A. Lindbergh,Putnam Publishing Group,0399108564
Walt Whitman: A Life (Perennial Classics),Good,9.29,Kaplan Justin,Harper Perennial,0060535113
Stutterin' Boy : The Autobiography of Mel Tillis,Good,6.89,Mel Tillis,Rawson Assoc,0892562633
Guardians of the Trees: A Journey of Hope Through Healing the Planet: A Memoir,Good,7.79,Kinari Webb,Flatiron Books,125075139X
Dolly Parton: The Early Years,Acceptable,6.99,Alanna Nash,Berkley Publishing Group,0425042219
Hellfire: The Jerry Lee Lewis Story,Good,8.59,Nick Tosches,Grove Press,0802135668
A Time for Truth: Reigniting the Promise of America,Like New,5.69,Ted Cruz,Broadside Books,0062365614
Be Quick But Don't Hurry,Very Good,5.59,Andrew   Hill,Simon & Schuster,0743213882
The Merchant of Prato: Daily Life in a Medieval Italian City,New,17.0,Iris Origo,New York Review of Books,168137420X
The Path to Power,Very Good,6.09,Margaret Thatcher,HarperCollins Publishers,0060172703
Best in the World,Good,5.99,Peter T. Fornatale,Gotham Books,1592407528
The Wartime Journals of Charles A. Lindbergh,Good,9.79,Charles A. Lindbergh,Houghton Mifflin Harcourt P,0151946256
The Lady in the Van,Good,7.59,Alan Bennett,Faber & Faber,0571204716
If Mountains Die: A New Mexico Memoir,Good,6.49,John Nichols,W. W. Norton & Company,0393311597
Van Gogh in Saint-Remy and Auvers,Good,6.49,Ronald Pickvance,Metropolitan Museum of Art New York,0810917343
Confessions of a Spy,Very Good,5.89,Pete Earley,Putnam Adult,039914188X
Bright Valley of Love,Good,9.59,Edna Hatlestad Hong,Concordia Theological Seminary Press,1737549905
Tony Hawk: Professional Skateboarder,Very Good,5.59,Tony Hawk,It Books,0060096896
The Heart of the Hunter,Good,6.39,Laurens van der Post,Mariner Books,0156400030
With Ossie and Ruby: In This Life Together,Good,5.79,Ossie Davis,It Books,0688175821
Life and Campaigns of Lieut.-Gen. Thomas J. Jackson (Stonewall Jackson),Good,13.49,Robert Lewis Dabney,Vision Forum,1929241003
"Starting and Closing: Perseverance, Faith, and One More Year",Good,4.49,Don Yaeger,William Morrow & Company,0062120565
Voice of the Fish: A Lyric Essay,Very Good,8.09,Lars Horn,Graywolf Press,1644450895
The Last Days of John Lennon: A Personal Memoir,Very Good,14.69,Frederic Seaman,Carol Publishing Corporation,1559720840
Memoirs of Samuel Pepys,Good,8.19,Samuel Pepys,Random House Publishing Group,0812970713
Abraham Lincoln: 3 Vol Box Set,Acceptable,11.09,Carl Sandburg,Dell,B003VWPMVQ
The Prophet Armed: Trotsky 1879-1921,Very Good,29.09,Isaac Deutscher,Verso,1859844413
Coming Out of the Ice: An Unexpected Life,,0.0,Victor Herman,HARCOURT,0151432880
Journal d'un génie,New,15.08,Salvador Dalí,Deicide Press,1840686847
Uncharted Territori,Very Good,5.39,Tori Spelling,Gallery Books,143918772X
Scarlett O'Hara's Younger Sister,Good,10.79,Evelyn Keyes,L. Stuart,0818402431
Bob Dylan: A Biography,Good,22.59,Anthony Scaduto,Grosset & Dunlap,0448020343
Sylvia Plath: Method and Madness,Acceptable,9.39,Edward Butscher,Schaffner Press,0971059829
"Le Vite de' più eccellenti pittori, scultori, e architettori da Cimabue insino a' tempi nostri",New,13.36,Giorgio Vasari,Penguin Classics,B007ZHX3XM
The Rise and Fall of the Luftwaffe: The Life of Field Marshal Erhard Milch,Good,24.29,David Irving,"Little, Brown and Company",0316432385
Yeats: The Man and the Masks,Good,5.59,Richard Ellmann,W. W. Norton & Company,0393008592
Stalin: A Political Biography,Good,6.49,Isaac Deutscher,Oxford University Press,0195002733
George Washington: The Forge of Experience 1732 - 1775,New,49.6,James Thomas Flexner,Little Brown and Company,0316285978
Smokey: Inside My Life,Good,17.89,D. Ritz,Jove Books,0515103470
Joys and Sorrows: Reflections by Pablo Casals,Good,23.59,Albert E. Kahn,Simon & Schuster,0671217747
"Carnets II, janvier 1942-mars 1951",Good,28.79,Albert Camus,Houghton Mifflin Harcourt P,0156674017
The Life of Saint Dominic Savio,Like New,10.99,John Bosco,Createspace Independent Publishing Platform,1511631678
Racing Through Paradise: A Pacific Passage,Good,5.09,William F. Buckley Jr.,Random House (NY),0394557816
The Best of John W. Campbell,Good,23.19,John W. Campbell Jr.,Ballantine,0722121644
Reversal of Fortune: Inside the Von Bulow Case,Good,5.69,Alan M. Dershowitz,Random House (NY),0394539036
The Angela's Ashes/'Tis Boxed Set,Very Good,8.69,Frank McCourt,Scribner,1476737916
The Jungle Is Neutral,Good,28.79,F. Spencer Chapman,Time Life Medical,0809472546
"An Unreasonable Woman: A True Story of Shrimpers, Politicos, Polluters, And the Fight for Seadrift, Texas",Good,9.59,Diane Wilson,Chelsea Green Publishing Company,1933392274
Journey Toward Justice,Good,5.29,Dennis Fritz,Seven Locks Press,1931643954
Master of the Game: Steve Ross and the Creation of Time Warner,Good,15.99,Connie Bruck,Simon & Schuster,0671725742
"The Adventures of Big-foot Wallace, The Texas Ranger and Hunter",Very Good,6.69,John C. Duval,Skyhorse Publishing,1629147346
Joe Gould's Secret,Good,6.39,Joseph Mitchell,Knopf Doubleday Publishing Group,0375708049
The True History of the Elephant Man,Good,31.29,Michael Howell,Skyhorse Publishing,1602397368
"Duck Commander Collection: Duck Commander Family; Happy, Happy, Happy; and Si-Cology 1",,0.0,Korie Robertson,Howard Books,1476763399
[Akvarium,Good,65.39,Viktor Suvorov,H. Hamilton,0241115450
"Ten Lost Years, 1929-1939: Memories of the Canadians Who Survived the Depression",Good,6.29,Barry Broadfoot,Stoddart+publishing,0773770941
Will You Die for Me?,New,14.98,Charles Tex Watson,Independently Published,1083079875
Surviving Myself,Good,5.29,Jennifer O'Neill,William Morrow & Company,0688159923
Моя жизнь,New,25.61,Marc Chagall,Grand Central Publishing,0306805715
Auto Focus: The Murder of Bob Crane,Good,10.29,Robert Graysmith,Crown,0517592096
Natalie: A Memoir by Her Sister,Good,5.39,Lana Wood,G. P. PUTMAN'S SONS,0862870984
A Photographer's Life: 1990-2005,Very Good,29.49,Annie Leibovitz,Random House Trade Paperbacks,081297963X
Saint Genet,Good,15.69,Jean-Paul Sartre,Pantheon Books,0394715837
The Eisenhower Diaries,Good,10.39,Dwight D. Eisenhower,W. W. Norton & Company,0393014320
Deng Xioa,New,23.09,Ezra F. Vogel,Belknap Press,0674725867
Khrushchev Remembers,Good,6.89,Nikita Khrushchev,"LITTLE, BROWN",0316831409
My Life & The Principles for Success,Very Good,4.89,H. Ross Perot,Summit Publishing Group,1565302370
Blonde Indian: An Alaska Native Memoir (Sun Tracks),Good,8.39,Ernestine Hayes,University of Arizona Press,0816525374
"James Earl Jones, Voices and Silences",Good,7.39,James Earl Jones,Scribner Book Company,0684195135
Beatles Forever,Good,9.69,Nicholas Schaffner,McGraw-Hill Companies,0070550875
"Memo from David O. Selznick : The Creation of ""Gone with the Wind"" and Other Motion Picture Classics, as Revealed in the Producer's Private Letters, Telegrams, Memorandums, and Autobiographical Remark",Acceptable,7.59,David O. Selznick,Random House Publishing Group,0375755314
David Copperfield's History of Magic,Good,5.79,Richard Wiseman,Simon & Schuster,1982112913
My Life in Court,Good,6.19,Louis Nizer,Martino Fine Books,1614273766
A Conspiracy So Immense: The World of Joe McCarthy,Very Good,9.99,David M. Oshinsky,Free Press,1982124040
Thanks For The Money How to Use My Life Story to Become the Best Joel McHal You Can Be,Good,14.49,Joel McHale,G.P. Putnam's Sons,0399575375
Двадцать писем к другу,Good,11.79,Svetlana Alliluyeva,Harper Perennial,0062442600
"The War Path: Hitler's Germany, 1933-1939",Good,34.99,David Irving,Viking,0670749710
Prison Memoirs of an Anarchist,New,15.9,Alexander Berkman,Createspace Independent Publishing Platform,1511684658
The Walton Experience,,0.0,Travis Walton,Marlowe & Company,1569247102
Marina and Lee,Very Good,11.09,Priscilla Johnson McMillan,Steerforth Press,1586422162
"The Tao of Martha: My Year of LIVING; Or, Why I'm Never Getting All That Glitter Off of the Dog",Good,5.09,Jen Lancaster,Penguin Publishing Group,045141764X
Every Man a King: The Autobiography of Huey P. Long,New,32.26,Huey Long,Grand Central Publishing,0306806959
